corridor_key,scenarios_profitable,min_stress_margin,avg_stress_margin,max_stress_score,mean_stress_score,spatial_priority_score,spatial_tier,active_products,flow_persistence_score,stress_class
Bandaga — Biyorwa,7,706.2073429247334,829.0000978248858,64.2804686440208,64.2804686440208,64.2804686440208,C — secondaire,0.0,0.0,Very robust
Bandaga — Bubanza,7,449.9445785632512,530.3988430985364,72.2264829395032,72.2264829395032,72.2264829395032,B — prioritaire,0.0,0.0,Very robust
Bandaga — Buhiga,7,520.1411394275483,612.4919408975207,64.20856838307049,64.20856838307049,64.20856838307049,C — secondaire,0.0,0.0,Very robust
Bandaga — Bujumbura (FAO location),3,-14.9752815608091,-0.648774954632413,40.90684455411419,40.90684455411419,40.90684455411419,D — surveillance,0.0,0.0,Moderate
Bandaga — Bukeye,7,233.70985617919072,271.4998917910817,72.28315968715971,72.28315968715971,72.28315968715971,B — prioritaire,0.0,0.0,Very robust
Bandaga — Bukirasazi,7,1016.7326010213076,1186.6621501519892,64.49201373754164,64.49201373754164,64.49201373754164,C — secondaire,0.0,0.0,Very robust
Bandaga — Burambi,7,372.8533401665692,456.0185869285297,71.10334604300097,71.10334604300097,71.10334604300097,B — prioritaire,0.0,0.0,Very robust
Bandaga — Bururi,7,642.1308705897183,764.4428653955936,67.60651378636197,67.60651378636197,67.60651378636197,C — secondaire,0.0,0.0,Very robust
Bandaga — Busoni,7,814.2967446134184,958.2223782628936,68.06997309388365,68.06997309388365,68.06997309388365,C — secondaire,0.0,0.0,Very robust
Bandaga — Buyengero,7,1160.2094033714502,1351.8847794449073,68.57717825005868,68.57717825005868,68.57717825005868,C — secondaire,0.0,0.0,Very robust
Bandaga — Cankuzo,7,393.6620882842424,486.0758946932466,58.662484938994496,58.662484938994496,58.662484938994496,C — secondaire,0.0,0.0,Very robust
Bandaga — Chez Siyoni,7,607.8785481111734,710.5070791905028,72.58415497934597,72.58415497934597,72.58415497934597,B — prioritaire,0.0,0.0,Very robust
Bandaga — Cibitoke,7,527.7181109718147,627.584575495857,69.71181077607213,69.71181077607213,69.71181077607213,C — secondaire,0.0,0.0,Very robust
Bandaga — Gasenyi,7,656.4346526597033,772.2303768541586,80.5756741490544,80.5756741490544,80.5756741490544,B — prioritaire,2.0,33.333333333333336,Very robust
Bandaga — Gasorwe,7,476.4217303051624,565.1983127022124,55.881709834281914,55.881709834281914,55.881709834281914,C — secondaire,0.0,0.0,Very robust
Bandaga — Gatabo,7,502.0696833247589,582.1460911391822,72.87720989750272,72.87720989750272,72.87720989750272,B — prioritaire,0.0,0.0,Very robust
Bandaga — Gihamagara,7,523.0950363631937,620.4135378699403,67.93070261637497,67.93070261637497,67.93070261637497,C — secondaire,0.0,0.0,Very robust
Bandaga — Giharo,7,779.7246003276191,923.1513095689796,59.66629347832674,59.66629347832674,59.66629347832674,C — secondaire,0.0,0.0,Very robust
Bandaga — Gihogazi,7,1225.3968755893538,1414.1796389668657,73.51291486808769,73.51291486808769,73.51291486808769,B — prioritaire,0.0,0.0,Very robust
Bandaga — Gisuru,7,998.2038355918636,1177.7475572536557,59.59612016115603,59.59612016115603,59.59612016115603,C — secondaire,0.0,0.0,Very robust
Bandaga — Gitaza,7,784.0007810741239,918.6692390317672,64.34324463850575,64.34324463850575,64.34324463850575,C — secondaire,0.0,0.0,Very robust
Bandaga — Gitega,7,268.4088330738485,330.3598798887923,63.13354117223933,63.13354117223933,63.13354117223933,C — secondaire,0.0,0.0,Very robust
Bandaga — Gitega Centre,7,132.40186630385085,167.88960813022172,52.2494244342991,52.2494244342991,52.2494244342991,C — secondaire,0.0,0.0,Very robust
Bandaga — Giteranyi,7,867.8757208055449,1023.9346280595191,63.80530936781669,63.80530936781669,63.80530936781669,C — secondaire,0.0,0.0,Very robust
Bandaga — Gitobe,7,688.5295877652119,810.1830827565194,64.15737655674951,64.15737655674951,64.15737655674951,C — secondaire,0.0,0.0,Very robust
Bandaga — Jene,7,466.9483930491218,541.881283878195,68.77941271427834,68.77941271427834,68.77941271427834,C — secondaire,0.0,0.0,Very robust
Bandaga — Kamenge,7,492.41841348314966,578.285534349921,72.36970617334651,72.36970617334651,72.36970617334651,B — prioritaire,0.0,0.0,Very robust
Bandaga — Kanyosha,7,345.1039718807335,412.1788662346001,75.99884132899159,75.99884132899159,75.99884132899159,B — prioritaire,1.0,16.666666666666668,Very robust
Bandaga — Kayanza,7,671.1322699831314,771.9384159927705,69.41355911904182,69.41355911904182,69.41355911904182,C — secondaire,0.0,0.0,Very robust
Bandaga — Kayero,7,742.3670069389872,878.6727935452802,55.710869827013155,55.710869827013155,55.710869827013155,C — secondaire,0.0,0.0,Very robust
Bandaga — Kayogoro,7,957.005168580483,1131.415302947191,42.61465713739925,42.61465713739925,42.61465713739925,D — surveillance,0.0,0.0,Very robust
Bandaga — Kayongozi,7,797.1583655329498,941.7287677998355,63.80826171370644,63.80826171370644,63.80826171370644,C — secondaire,0.0,0.0,Very robust
Bandaga — Kigamba,7,679.7457325467653,809.0245968057565,63.533505211372045,63.53350521137205,63.533505211372045,C — secondaire,0.0,0.0,Very robust
Bandaga — Kinama,7,717.2146340087104,829.7147671465901,69.13801655778582,69.13801655778582,69.13801655778582,C — secondaire,0.0,0.0,Very robust
Bandaga — Kinyinya,7,902.1720845416085,1062.6776656606892,71.92903889704485,71.92903889704485,71.92903889704485,B — prioritaire,0.0,0.0,Very robust
Bandaga — Kirehe,7,467.5566816512845,559.2221555648362,63.630121534200704,63.630121534200704,63.630121534200704,C — secondaire,0.0,0.0,Very robust
Bandaga — Kirundo,7,692.1526906291547,815.4274439839235,64.08732377585461,64.08732377585461,64.08732377585461,C — secondaire,0.0,0.0,Very robust
Bandaga — Kivyuka,7,770.824908916156,894.6815872497809,89.93965701589795,89.93965701589795,89.93965701589795,A — stratégique,3.0,100.0,Very robust
Bandaga — Kobero,7,576.3362357055317,687.2442515880849,63.60241818294125,63.60241818294124,63.60241818294125,C — secondaire,0.0,0.0,Very robust
Bandaga — Mabanda,7,845.9840651965582,1008.8585542270964,46.99020151302991,46.99020151302991,46.99020151302991,D — surveillance,0.0,0.0,Very robust
Bandaga — Mabayi,7,819.4761582684066,960.4832938293172,76.52112507600822,76.5211250760082,76.52112507600822,B — prioritaire,1.0,16.666666666666668,Very robust
Bandaga — Makamba,7,1284.9608864448724,1506.3206132700245,47.40328757861369,47.40328757861369,47.40328757861369,D — surveillance,0.0,0.0,Very robust
Bandaga — Marangara,7,794.6926690722087,927.5935193166608,64.58541694988553,64.58541694988553,64.58541694988553,C — secondaire,0.0,0.0,Very robust
Bandaga — Masanganzira,7,431.84085644987226,511.44819104994525,68.03943529709355,68.03943529709355,68.03943529709355,C — secondaire,0.0,0.0,Very robust
Bandaga — Matana,7,756.7455341839077,889.7767292216748,68.1737970567238,68.1737970567238,68.1737970567238,C — secondaire,0.0,0.0,Very robust
Bandaga — Mihigo,7,286.7502934478844,337.07413433480764,72.18766039613408,72.18766039613408,72.18766039613408,B — prioritaire,0.0,0.0,Very robust
Bandaga — Mishiha,7,489.5848848333061,598.8690792142742,54.64679193530926,54.64679193530926,54.64679193530926,C — secondaire,0.0,0.0,Very robust
Bandaga — Muhanga,7,895.1624737491164,1030.6968927496212,98.57831858734991,98.57831858734991,98.57831858734991,A — stratégique,1.0,100.0,Very robust
Bandaga — Mukenke,7,501.6001638955647,600.4596093838134,71.59713544231353,71.59713544231353,71.59713544231353,B — prioritaire,0.0,0.0,Very robust
Bandaga — Muramvya,7,300.46672509130343,350.65276161055857,72.37689626419859,72.37689626419859,72.37689626419859,B — prioritaire,0.0,0.0,Very robust
Bandaga — Musenyi,7,455.785331984036,535.2736959931581,97.36217656087577,97.36217656087577,97.36217656087577,A — stratégique,4.0,100.0,Very robust
Bandaga — Mutaho,7,477.4258705257239,555.1730665110244,72.74019155298643,72.74019155298643,72.74019155298643,B — prioritaire,0.0,0.0,Very robust
Bandaga — Muyange,7,557.0873032718858,681.7842971165225,62.43695395323023,62.43695395323023,62.43695395323023,C — secondaire,0.0,0.0,Very robust
Bandaga — Muyinga,7,641.665349577604,757.4068772475446,64.02652315069898,64.02652315069898,64.02652315069898,C — secondaire,0.0,0.0,Very robust
Bandaga — Muzinda,7,777.9719592018599,904.0415153722254,77.0845629084531,77.0845629084531,77.0845629084531,B — prioritaire,1.0,16.666666666666668,Very robust
Bandaga — Mwakiro,7,999.2612395367844,1164.8806146586219,68.62356800585843,68.62356800585843,68.62356800585843,C — secondaire,0.0,0.0,Very robust
Bandaga — Mwaro,7,492.8334955107425,579.4969603617467,64.27067198506637,64.27067198506637,64.27067198506637,C — secondaire,0.0,0.0,Very robust
Bandaga — Ngozi,7,637.2219163119663,738.7269429908426,64.95031811774221,64.95031811774221,64.95031811774221,C — secondaire,0.0,0.0,Very robust
Bandaga — Nyabihanga,7,778.863198150571,906.8887117788161,64.7431866958997,64.7431866958997,64.7431866958997,C — secondaire,0.0,0.0,Very robust
Bandaga — Nyabikere,7,923.916431528198,1074.1128903692277,64.83388267954959,64.83388267954959,64.83388267954959,C — secondaire,0.0,0.0,Very robust
Bandaga — Nyagasasa,7,356.3477617383317,424.69692877674515,65.29145530893155,65.29145530893155,65.29145530893155,C — secondaire,0.0,0.0,Very robust
Bandaga — Rubaho,7,554.7075455828243,667.540421535496,59.19428635157628,59.19428635157628,59.19428635157628,C — secondaire,0.0,0.0,Very robust
Bandaga — Rugombo,7,611.5811166408921,725.711273131811,84.48203059936674,84.48203059936675,84.48203059936674,B — prioritaire,3.0,66.66666666666667,Very robust
Bandaga — Ruhehe,7,445.2910598636036,538.0537599415443,67.31395476256614,67.31395476256614,67.31395476256614,C — secondaire,0.0,0.0,Very robust
Bandaga — Rumonge,7,649.9317679340982,775.569247686042,67.46786752714533,67.46786752714533,67.46786752714533,C — secondaire,0.0,0.0,Very robust
Bandaga — Rusaka,7,643.5922164857654,748.5175857319946,70.71461027001544,70.71461027001544,70.71461027001544,B — prioritaire,0.0,0.0,Very robust
Bandaga — Rutana,7,412.697547644917,503.09928041925025,55.00461263214225,55.00461263214225,55.00461263214225,C — secondaire,0.0,0.0,Very robust
Bandaga — Ruyigi,7,1272.2856079148128,1481.033043677777,64.5811673979529,64.5811673979529,64.5811673979529,C — secondaire,0.0,0.0,Very robust
Bandaga — Rwibaga,7,648.2480078073812,756.032375060306,68.6723859107625,68.6723859107625,68.6723859107625,C — secondaire,0.0,0.0,Very robust
Bandaga — Twinkwavu,7,386.0198141086474,481.049738046563,62.4182181554006,62.4182181554006,62.4182181554006,C — secondaire,0.0,0.0,Very robust
Bandaga — Wimpfizi,7,754.8464634928604,883.0710443540828,52.38334727704239,52.38334727704239,52.38334727704239,C — secondaire,0.0,0.0,Very robust
Biyorwa — Bubanza,7,683.906510496789,814.2759524986241,59.480994275974474,59.480994275974474,59.480994275974474,C — secondaire,0.0,0.0,Very robust
Biyorwa — Buhiga,7,520.3847046755685,611.5352148609578,64.29301199473758,64.29301199473758,64.29301199473758,C — secondaire,0.0,0.0,Very robust
Biyorwa — Bujumbura (FAO location),7,24.721475949319,54.60175512113677,42.44946860532123,42.44946860532123,42.44946860532123,D — surveillance,0.0,0.0,Very robust
Biyorwa — Bukeye,7,580.5694002792642,681.5067901196845,64.3324102104757,64.3324102104757,64.3324102104757,C — secondaire,0.0,0.0,Very robust
Biyorwa — Bukirasazi,7,480.3467507636052,557.3720802955132,61.75461873706735,61.75461873706735,61.75461873706735,C — secondaire,0.0,0.0,Very robust
Biyorwa — Burambi,7,697.2428707588492,826.2254560395069,71.80308670393218,71.80308670393218,71.80308670393218,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Bururi,7,421.459922398158,503.12285131349626,71.79980460814146,71.79980460814146,71.79980460814146,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Busoni,7,59.88065940166501,101.57203260071356,49.18904082226388,49.18904082226387,49.18904082226388,D — surveillance,0.0,0.0,Very robust
Biyorwa — Buyengero,7,523.3361082699034,622.3794655442445,67.81622693177414,67.81622693177414,67.81622693177414,C — secondaire,0.0,0.0,Very robust
Biyorwa — Cankuzo,7,815.9728897123163,949.0461504481354,73.00431163469679,73.00431163469679,73.00431163469679,B — prioritaire,1.0,16.666666666666668,Very robust
Biyorwa — Chez Siyoni,7,793.2640818060574,932.9395364883104,72.15218379878604,72.15218379878604,72.15218379878604,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Cibitoke,7,583.5760066658768,707.6738694282329,62.784847984401225,62.784847984401225,62.784847984401225,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gasenyi,7,780.4956594648763,930.2660834849469,59.237450853220004,59.237450853220004,59.237450853220004,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gasorwe,7,286.4094454279156,349.5043251833924,67.31911459035405,67.31911459035405,67.31911459035405,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gatabo,7,459.32863761473305,539.4560997079016,86.29227164144243,86.29227164144243,86.29227164144243,A — stratégique,1.0,100.0,Very robust
Biyorwa — Gihamagara,7,1019.328095467851,1170.2271009147933,73.8905281863109,73.8905281863109,73.8905281863109,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Giharo,7,221.49822705486903,264.86750673780114,88.42112112798954,88.42112112798954,88.42112112798954,A — stratégique,1.0,66.66666666666667,Very robust
Biyorwa — Gihogazi,7,563.8380794823444,657.6990426352904,68.64465638973533,68.64465638973533,68.64465638973533,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gisuru,7,513.3495363259518,601.9046707111222,72.43605300898824,72.43605300898824,72.43605300898824,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Gitaza,7,139.00568238739004,186.59093530888146,62.23632154792626,62.23632154792626,62.23632154792626,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gitega,7,675.335970788512,777.7840677665051,73.37426889555353,73.37426889555353,73.37426889555353,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Gitega Centre,7,173.9750659119768,204.65057281941858,53.19194330399406,53.19194330399406,53.19194330399406,C — secondaire,0.0,0.0,Very robust
Biyorwa — Giteranyi,7,139.8529560081445,193.52516657491904,53.821063242714146,53.821063242714146,53.821063242714146,C — secondaire,0.0,0.0,Very robust
Biyorwa — Gitobe,7,316.9343025534583,391.04222280862484,62.958079725816134,62.95807972581614,62.958079725816134,C — secondaire,0.0,0.0,Very robust
Biyorwa — Jene,7,306.20911946128183,377.0445974834065,67.06340296682662,67.06340296682662,67.06340296682662,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kamenge,7,519.0782413258223,619.6433231396383,67.6625627867849,67.6625627867849,67.6625627867849,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kanyosha,7,766.134664790671,901.5034831960018,68.11869926278524,68.11869926278524,68.11869926278524,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kayanza,7,213.5083685839864,268.319531393137,62.857686723850684,62.857686723850684,62.857686723850684,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kayero,7,231.10646113031956,277.2997419129942,63.6563059198031,63.6563059198031,63.6563059198031,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kayogoro,7,518.3880182272479,613.8524309545347,55.92624241144118,55.92624241144118,55.92624241144118,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kayongozi,7,236.42557345340916,281.9595440514611,67.79714567791069,67.79714567791069,67.79714567791069,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kigamba,7,969.412016581116,1128.778313677621,64.70263625416442,64.70263625416442,64.70263625416442,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kinama,7,111.104913376882,148.8099331615208,54.344144294593484,54.344144294593484,54.344144294593484,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kinyinya,7,479.5609240691056,558.8787128867597,80.9928916823755,80.99289168237549,80.9928916823755,B — prioritaire,1.0,33.333333333333336,Very robust
Biyorwa — Kirehe,7,566.4700146046895,669.4558598147083,56.536608908246365,56.536608908246365,56.536608908246365,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kirundo,7,106.12668168716768,152.16664729450048,53.76315230180963,53.76315230180963,53.76315230180963,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kivyuka,7,338.20036615647643,417.9905994956327,62.84811052030031,62.8481105203003,62.84811052030031,C — secondaire,0.0,0.0,Very robust
Biyorwa — Kobero,7,231.0341642757643,293.6865098324705,66.61454561679517,66.61454561679517,66.61454561679517,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mabanda,7,418.3978909738826,506.8882749888069,59.22761101729109,59.22761101729109,59.22761101729109,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mabayi,7,568.5560284460876,694.2743333340376,62.50018554446036,62.50018554446036,62.50018554446036,C — secondaire,0.0,0.0,Very robust
Biyorwa — Makamba,7,542.4056274573823,644.8089149103065,59.76156811048961,59.76156811048961,59.76156811048961,C — secondaire,0.0,0.0,Very robust
Biyorwa — Marangara,7,99.6854694497602,142.00962747846867,57.90418848945161,57.90418848945161,57.90418848945161,C — secondaire,0.0,0.0,Very robust
Biyorwa — Masanganzira,7,419.1773925501869,502.6936028072228,63.597225649951845,63.597225649951845,63.597225649951845,C — secondaire,0.0,0.0,Very robust
Biyorwa — Matana,7,306.18173896576627,366.83944298532845,76.21119965703878,76.21119965703876,76.21119965703878,B — prioritaire,1.0,50.0,Very robust
Biyorwa — Mihigo,7,602.1501191956786,711.9429867346558,65.43079467928564,65.43079467928564,65.43079467928564,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mishiha,7,92.90600773800868,131.55116331628932,58.005911966681914,58.005911966681914,58.005911966681914,C — secondaire,0.0,0.0,Very robust
Biyorwa — Muhanga,7,224.0078359382232,273.5610631163814,67.36666718537026,67.36666718537026,67.36666718537026,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mukenke,7,409.163618099523,499.0997226140813,59.018051367128294,59.018051367128294,59.018051367128294,C — secondaire,0.0,0.0,Very robust
Biyorwa — Muramvya,7,541.8934467310343,636.7523440275861,64.29428900995435,64.29428900995435,64.29428900995435,C — secondaire,0.0,0.0,Very robust
Biyorwa — Musenyi,7,526.0776466276836,630.5266214118645,59.43064432876446,59.43064432876446,59.43064432876446,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mutaho,7,592.6654519103414,691.0036719615748,72.7006317903295,72.7006317903295,72.7006317903295,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Muyange,7,300.83552904921,375.62476073537556,54.65773708722719,54.65773708722719,54.65773708722719,C — secondaire,0.0,0.0,Very robust
Biyorwa — Muyinga,7,146.62990675255605,191.64883803680976,62.51155157716463,62.51155157716463,62.51155157716463,C — secondaire,0.0,0.0,Very robust
Biyorwa — Muzinda,7,202.4174370454994,258.0569084480711,66.67531423937218,66.67531423937218,66.67531423937218,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mwakiro,7,313.3929685626953,375.3313045268695,55.669449887034865,55.669449887034865,55.669449887034865,C — secondaire,0.0,0.0,Very robust
Biyorwa — Mwaro,7,310.923279483222,368.1182714928095,93.02608609401705,93.02608609401705,93.02608609401705,A — stratégique,1.0,100.0,Very robust
Biyorwa — Ngozi,7,92.70807479275996,126.68817567308761,68.22355166095309,68.22355166095309,68.22355166095309,C — secondaire,0.0,0.0,Very robust
Biyorwa — Nyabihanga,7,241.630494457572,285.5780767675309,92.97113217189938,92.97113217189938,92.97113217189938,A — stratégique,1.0,100.0,Very robust
Biyorwa — Nyabikere,7,356.39647333323666,417.37800142853,72.38018648743113,72.38018648743113,72.38018648743113,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Nyagasasa,7,482.3331395772128,568.8600923902342,68.17968861400942,68.17968861400942,68.17968861400942,C — secondaire,0.0,0.0,Very robust
Biyorwa — Rubaho,7,361.67830838280247,427.13902530691536,68.12315035897133,68.12315035897133,68.12315035897133,C — secondaire,0.0,0.0,Very robust
Biyorwa — Rugombo,7,883.3429162230614,1052.703629143217,55.56550625245667,55.56550625245667,55.56550625245667,C — secondaire,0.0,0.0,Very robust
Biyorwa — Ruhehe,7,286.37865092161667,362.92279182355,54.35618696021526,54.35618696021526,54.35618696021526,C — secondaire,0.0,0.0,Very robust
Biyorwa — Rumonge,7,130.028641236056,177.46811881545258,58.0821507438726,58.0821507438726,58.0821507438726,C — secondaire,0.0,0.0,Very robust
Biyorwa — Rusaka,7,367.8915010669808,436.7373098858489,71.99994899294998,71.99994899294998,71.99994899294998,B — prioritaire,0.0,0.0,Very robust
Biyorwa — Rutana,7,891.9141735449273,1034.4892958049688,56.955350513389895,56.955350513389895,56.955350513389895,C — secondaire,0.0,0.0,Very robust
Biyorwa — Ruyigi,7,1079.0473101734333,1238.4655872171859,98.95634861151362,98.95634861151362,98.95634861151362,A — stratégique,3.0,100.0,Very robust
Biyorwa — Rwibaga,7,272.12979881153024,329.5440532049415,63.480008597710075,63.480008597710075,63.480008597710075,C — secondaire,0.0,0.0,Very robust
Biyorwa — Twinkwavu,7,650.6248252103059,763.2243076615598,89.0614395495834,89.0614395495834,89.0614395495834,A — stratégique,1.0,66.66666666666667,Very robust
Biyorwa — Wimpfizi,7,255.55518402244024,304.3350402953315,65.27519140604458,65.27519140604458,65.27519140604458,C — secondaire,0.0,0.0,Very robust
Bubanza — Buhiga,7,681.1850625258519,808.181825939651,71.75665809856638,71.75665809856638,71.75665809856638,B — prioritaire,0.0,0.0,Very robust
Bubanza — Bujumbura (FAO location),7,215.6416679160356,255.88702596401518,53.197137200126704,53.197137200126704,53.197137200126704,C — secondaire,0.0,0.0,Very robust
Bubanza — Bukeye,7,436.1670572787789,513.8871131194768,72.24413526110592,72.24413526110592,72.24413526110592,B — prioritaire,0.0,0.0,Very robust
Bubanza — Bukirasazi,7,1129.5668753960806,1324.0767968840344,68.04588234125617,68.04588234125617,68.04588234125617,C — secondaire,0.0,0.0,Very robust
Bubanza — Burambi,7,180.8137752694829,231.23761540120708,58.65233228365102,58.65233228365101,58.65233228365102,C — secondaire,0.0,0.0,Very robust
Bubanza — Bururi,7,519.9587520895813,628.147918609821,59.104146986658094,59.1041469866581,59.104146986658094,C — secondaire,0.0,0.0,Very robust
Bubanza — Busoni,7,812.0536665947734,964.0812093977604,63.46056207656498,63.46056207656498,63.46056207656498,C — secondaire,0.0,0.0,Very robust
Bubanza — Buyengero,7,1171.835483919221,1368.6974476796663,72.36798229533284,72.36798229533284,72.36798229533284,B — prioritaire,0.0,0.0,Very robust
Bubanza — Cankuzo,7,385.0338728048947,486.94052434495495,61.94336391704834,61.94336391704834,61.94336391704834,C — secondaire,0.0,0.0,Very robust
Bubanza — Chez Siyoni,7,597.3251662538729,691.5979609659456,69.00740701985411,69.00740701985411,69.00740701985411,C — secondaire,0.0,0.0,Very robust
Bubanza — Cibitoke,7,288.6081710147605,341.02821386346903,84.71630239695145,84.71630239695143,84.71630239695145,B — prioritaire,1.0,66.66666666666667,Very robust
Bubanza — Gasenyi,7,377.4174238137599,440.0656850630401,72.53278658253856,72.53278658253856,72.53278658253856,B — prioritaire,0.0,0.0,Very robust
Bubanza — Gasorwe,7,563.3927733649008,674.757608013529,67.44566212163954,67.44566212163954,67.44566212163954,C — secondaire,0.0,0.0,Very robust
Bubanza — Gatabo,7,779.977695104278,909.5625067589764,72.69830602325003,72.69830602325003,72.69830602325003,B — prioritaire,0.0,0.0,Very robust
Bubanza — Gihamagara,7,395.4481505354173,484.9579968008931,66.92965422389567,66.92965422389567,66.92965422389567,C — secondaire,0.0,0.0,Very robust
Bubanza — Giharo,7,823.4397663751419,983.874019875061,71.05729144270083,71.05729144270083,71.05729144270083,B — prioritaire,0.0,0.0,Very robust
Bubanza — Gihogazi,7,1357.987500369106,1577.6563793010457,72.79620663715673,72.79620663715673,72.79620663715673,B — prioritaire,0.0,0.0,Very robust
Bubanza — Gisuru,7,830.5334016393865,996.8867247025944,58.65246501241992,58.65246501241992,58.65246501241992,C — secondaire,0.0,0.0,Very robust
Bubanza — Gitaza,7,816.0247445038781,948.2954213588049,64.86859611674265,64.86859611674265,64.86859611674265,C — secondaire,0.0,0.0,Very robust
Bubanza — Gitega,7,125.65314724607234,177.6371388197454,61.75965648208388,61.75965648208388,61.75965648208388,C — secondaire,0.0,0.0,Very robust
Bubanza — Gitega Centre,7,410.0746323513736,495.99243272201727,60.749732718246385,60.749732718246385,60.749732718246385,C — secondaire,0.0,0.0,Very robust
Bubanza — Giteranyi,7,844.6131015812048,1006.5455509633736,59.115039145606474,59.115039145606474,59.115039145606474,C — secondaire,0.0,0.0,Very robust
Bubanza — Gitobe,7,791.9756323043297,937.2146735589987,63.70395201208992,63.70395201208992,63.70395201208992,C — secondaire,0.0,0.0,Very robust
Bubanza — Jene,7,617.0252914730187,717.832181774151,72.81463566065193,72.81463566065193,72.81463566065193,B — prioritaire,0.0,0.0,Very robust
Bubanza — Kamenge,7,504.4713118286307,585.2608399265561,68.83248052343912,68.83248052343912,68.83248052343912,C — secondaire,0.0,0.0,Very robust
Bubanza — Kanyosha,7,334.2559353104876,392.80847713306633,68.23580084876872,68.23580084876872,68.23580084876872,C — secondaire,0.0,0.0,Very robust
Bubanza — Kayanza,7,840.3924883777421,972.8739664476037,69.15230718419679,69.15230718419679,69.15230718419679,C — secondaire,0.0,0.0,Very robust
Bubanza — Kayero,7,713.4440159045449,855.030691101948,63.07014815463994,63.07014815463994,63.07014815463994,C — secondaire,0.0,0.0,Very robust
Bubanza — Kayogoro,7,1098.8965152474807,1298.4459985346346,59.310647435109004,59.310647435109004,59.310647435109004,C — secondaire,0.0,0.0,Very robust
Bubanza — Kayongozi,7,820.1407331050053,978.7568510450026,71.14602729978671,71.14602729978671,71.14602729978671,B — prioritaire,0.0,0.0,Very robust
Bubanza — Kigamba,7,441.2087185919494,547.1363136822638,70.3993978246826,70.3993978246826,70.3993978246826,B — prioritaire,0.0,0.0,Very robust
Bubanza — Kinama,7,862.987197119907,997.106705051389,69.29200509284581,69.29200509284581,69.29200509284581,C — secondaire,0.0,0.0,Very robust
Bubanza — Kinyinya,7,614.0200505891314,744.1235759667707,58.69969600987326,58.69969600987326,58.69969600987326,C — secondaire,0.0,0.0,Very robust
Bubanza — Kirehe,7,432.1044661719367,529.4307852165445,58.79691618052123,58.79691618052123,58.79691618052123,C — secondaire,0.0,0.0,Very robust
Bubanza — Kirundo,7,847.0612661137935,1000.5663529059117,55.699797607213874,55.699797607213874,55.699797607213874,C — secondaire,0.0,0.0,Very robust
Bubanza — Kivyuka,7,924.809599917834,1060.131130821929,73.92306220347524,73.92306220347525,73.92306220347524,B — prioritaire,0.0,0.0,Very robust
Bubanza — Kobero,7,490.1179769166668,597.9837898214288,62.79947237300427,62.79947237300427,62.79947237300427,C — secondaire,0.0,0.0,Very robust
Bubanza — Mabanda,7,932.7641028494924,1109.2740495069254,51.034664772579745,51.034664772579745,51.034664772579745,C — secondaire,0.0,0.0,Very robust
Bubanza — Mabayi,7,574.0405398098852,674.2288022042367,64.30743811367515,64.30743811367515,64.30743811367515,C — secondaire,0.0,0.0,Very robust
Bubanza — Makamba,7,1257.7585729721393,1478.8727558452026,59.53710770160102,59.53710770160102,59.53710770160102,C — secondaire,0.0,0.0,Very robust
Bubanza — Marangara,7,918.5053742363634,1076.3332892441556,72.29561403272609,72.29561403272609,72.29561403272609,B — prioritaire,0.0,0.0,Very robust
Bubanza — Masanganzira,7,523.8374372255319,625.7839139537995,71.64961987557093,71.64961987557093,71.64961987557093,B — prioritaire,0.0,0.0,Very robust
Bubanza — Matana,7,811.8583333468177,956.403286005779,55.92489780250261,55.924897802502606,55.92489780250261,C — secondaire,0.0,0.0,Very robust
Bubanza — Mihigo,7,707.4701986120394,825.1364185480171,72.697112009167,72.697112009167,72.697112009167,B — prioritaire,0.0,0.0,Very robust
