corridor_key,origin,destination,origin_lat,origin_lon,destination_lat,destination_lon,priority_score,priority_tier,robust_or_strong_share_pct,products,avg_distance_km,min_distance_km,max_distance_km,avg_break_even_bif_tkm,spatial_priority_score,spatial_tier,scenarios_active,scenario_presence_pct,total_flow_units,avg_flow_units,products,total_margin_bif,avg_margin_bif,max_capacity_utilization_pct,avg_capacity_utilization_pct,flow_persistence_score,geometry_type,route_observations,robust_routes,strong_or_better,avg_robustness_pct,avg_min_net_margin_bif_kg,max_min_net_margin_bif_kg,breadth_score,robust_score,margin_score,distance_score,flow_500_bif_tkm,products_500_bif_tkm,margin_500_bif,utilization_500_pct,flow_750_bif_tkm,products_750_bif_tkm,margin_750_bif,utilization_750_pct,flow_811.33_bif_tkm,products_811.33_bif_tkm,margin_811.33_bif,utilization_811.33_pct,flow_1000_bif_tkm,products_1000_bif_tkm,margin_1000_bif,utilization_1000_pct,flow_1250_bif_tkm,products_1250_bif_tkm,margin_1250_bif,utilization_1250_pct,flow_1500_bif_tkm,products_1500_bif_tkm,margin_1500_bif,utilization_1500_pct,priority_score_component,flow_persistence_component,robustness_component,breadth_component
Gitega — Kinyinya,Gitega,Kinyinya,-3.64,30.04,-3.66,30.36,96.49434237337422,A — stratégique,100.0,10,43.812359,43.812359,43.812359,27834.520391837385,98.4224540680184,A — stratégique,6,100.0,6.0,1.0,10,5078.7318755789365,846.4553125964894,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,1153.7774614999998,6600.951461499998,1.0,1.0,0.9012777438972368,0.8468787495429491,1.0,1.0,866.9838205000003,33.33333333333333,1.0,1.0,856.0307307500003,33.33333333333333,1.0,1.0,853.3436705789354,33.33333333333333,1.0,1.0,845.0776410000003,33.33333333333333,1.0,1.0,834.1245512500003,33.33333333333333,1.0,1.0,823.1714615000003,33.33333333333333,96.49434237337422,100.0,100.0,100.0
Kirundo — Ruhehe,Kirundo,Ruhehe,-2.58,30.1,-2.44,30.03,96.35913196191814,A — stratégique,100.0,10,20.787091,20.787091,20.787091,39369.72229543807,98.36160938286316,A — stratégique,6,100.0,12.0,2.0,10,30491.71866318634,5081.953110531057,66.66666666666666,66.66666666666666,100.0,straight_line_market_connector,10,10,10,100.0,787.2013635000001,4468.8193635,1.0,1.0,0.85246565689506,0.930981882401695,2.0,2.0,5101.432909,66.66666666666666,2.0,2.0,5091.0393635,66.66666666666666,2.0,2.0,5088.48957318634,66.66666666666666,2.0,2.0,5080.645818,66.66666666666666,2.0,2.0,5070.2522725,66.66666666666666,2.0,2.0,5059.858727,66.66666666666666,96.35913196191814,100.0,100.0,100.0
Buyengero — Rumonge,Buyengero,Rumonge,-3.81,29.54,-3.98,29.44,96.3533741151142,A — stratégique,100.0,10,29.588636,29.588636,29.588636,31606.96559314191,98.3590183518014,A — stratégique,6,100.0,12.0,2.0,10,8124.80127881324,1354.1335464688734,66.66666666666666,66.66666666666666,100.0,straight_line_market_connector,10,10,10,100.0,890.8240460000001,5976.447046000002,1.0,1.0,0.8682522247630399,0.8988329619853406,2.0,2.0,1381.861364,66.66666666666666,2.0,2.0,1367.067046,66.66666666666666,2.0,2.0,1363.4376388132407,66.66666666666666,2.0,2.0,1352.272728,66.66666666666666,2.0,2.0,1337.4784099999997,66.66666666666666,2.0,2.0,1322.6840919999995,66.66666666666666,96.3533741151142,100.0,100.0,100.0
Giteranyi — Kobero,Giteranyi,Kobero,-2.52,30.46,-2.65,30.41,96.19106493138682,A — stratégique,100.0,10,17.452963,17.452963,17.452963,41762.93733046933,98.28597921912407,A — stratégique,6,100.0,11.0,1.8333333333333333,10,6070.926588161902,1011.8210980269837,66.66666666666666,61.11111111111111,100.0,straight_line_market_connector,10,10,10,100.0,702.7075555000001,4098.8205555,1.0,1.0,0.8379731121796872,0.9431602687793068,1.0,1.0,891.2735185,33.33333333333333,2.0,2.0,1046.8305555000002,66.66666666666666,2.0,2.0,1044.6897366619016,66.66666666666666,2.0,2.0,1038.1040740000003,66.66666666666666,2.0,2.0,1029.3775925000002,66.66666666666666,2.0,2.0,1020.651111,66.66666666666666,96.19106493138682,100.0,100.0,100.0
Gihogazi — Muramvya,Gihogazi,Muramvya,-3.12,30.0,-3.27,29.62,96.18392072991884,A — stratégique,100.0,10,57.083005,57.083005,57.083005,23139.86448330812,98.28276432846349,A — stratégique,6,100.0,6.0,1.0,10,7711.751757762044,1285.2919596270074,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,1235.2684924999996,9515.825492499996,1.0,1.0,0.9099931419178664,0.7984057891561521,1.0,1.0,1312.0384975,33.33333333333333,1.0,1.0,1297.7677462499998,33.33333333333333,1.0,1.0,1294.2667827620444,33.33333333333333,1.0,1.0,1283.496995,33.33333333333333,1.0,1.0,1269.22624375,33.33333333333333,1.0,1.0,1254.9554925,33.33333333333333,96.18392072991884,100.0,100.0,100.0
Rusaka — Rwibaga,Rusaka,Rwibaga,-3.44,29.63,-3.47,29.55,96.08353656987748,A — stratégique,100.0,10,11.888359,11.888359,11.888359,53832.492777178064,98.23759145644487,A — stratégique,6,100.0,12.0,2.0,10,4670.52561923067,778.420936538445,66.66666666666666,66.66666666666666,100.0,straight_line_market_connector,10,10,10,100.0,622.1474615,1960.4274614999983,1.0,1.0,0.8224339322740798,0.963485792439588,2.0,2.0,789.5616409999998,66.66666666666666,2.0,2.0,783.6174615,66.66666666666666,2.0,2.0,782.1592092306701,66.66666666666666,2.0,2.0,777.673282,66.66666666666666,2.0,2.0,771.7291025,66.66666666666666,2.0,2.0,765.7849229999999,66.66666666666666,96.08353656987748,100.0,100.0,100.0
Kigamba — Kirehe,Kigamba,Kirehe,-3.07,30.54,-2.95,30.35,96.07670001581256,A — stratégique,100.0,10,33.130432,33.130432,33.130432,26881.0258797712,98.23451500711565,A — stratégique,6,100.0,9.0,1.5,10,5650.93008432393,941.821680720655,66.66666666666666,49.99999999999999,100.0,straight_line_market_connector,10,10,10,100.0,840.8843519999998,5679.474351999998,1.0,1.0,0.8608869817404328,0.8858960381003906,1.0,1.0,216.764784,33.33333333333333,2.0,2.0,1182.634352,66.66666666666666,2.0,2.0,1178.5705003239295,66.66666666666666,2.0,2.0,1166.069136,66.66666666666666,1.0,1.0,957.58696,33.33333333333333,1.0,1.0,949.304352,33.33333333333333,96.07670001581256,100.0,100.0,100.0
Kayero — Rubaho,Kayero,Rubaho,-3.81,30.12,-3.85,30.22,96.04505553775869,A — stratégique,100.0,10,14.62342,14.62342,14.62342,45080.90446694413,98.2202749919914,A — stratégique,6,100.0,6.0,1.0,10,4223.378464565638,703.8964107609396,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,637.3018700000001,2200.2848700000013,1.0,1.0,0.8255049842790901,0.9534955852176882,1.0,1.0,710.74829,33.33333333333333,1.0,1.0,707.0924349999999,33.33333333333333,1.0,1.0,706.1955645656379,33.33333333333333,1.0,1.0,703.4365799999999,33.33333333333333,1.0,1.0,699.780725,33.33333333333333,1.0,1.0,696.12487,33.33333333333333,96.04505553775869,100.0,100.0,100.0
Bukirasazi — Bururi,Bukirasazi,Bururi,-3.7,29.96,-3.95,29.63,95.98418834160977,A — stratégique,100.0,10,57.357138,57.357138,57.357138,21494.65686380656,98.1928847537244,A — stratégique,6,100.0,12.0,2.0,10,6852.419506767217,1142.0699177945362,100.0,66.66666666666666,100.0,straight_line_market_connector,10,10,10,100.0,1146.8362929999998,5468.314292999999,1.0,1.0,0.9005071777851205,0.7974044785907347,1.0,1.0,449.8114310000002,33.33333333333333,2.0,2.0,1295.944293,66.66666666666666,2.0,2.0,1288.9087402672164,66.66666666666666,2.0,2.0,1267.265724,66.66666666666666,3.0,3.0,1492.9807325000002,100.0,2.0,2.0,1057.508586,66.66666666666666,95.98418834160977,100.0,100.0,100.0
Mishiha — Twinkwavu,Mishiha,Twinkwavu,-3.01,30.78,-3.26,30.65,95.93485950032571,A — stratégique,100.0,10,36.680222,36.680222,36.680222,24315.63800240905,98.17068677514658,A — stratégique,6,100.0,18.0,3.0,10,13991.317255409487,2331.8862092349145,100.0,100.0,100.0,straight_line_market_connector,10,9,10,98.33333333333334,836.8826670000004,3232.1096670000047,1.0,1.0,0.8602780175311215,0.8729299149703299,3.0,3.0,2919.619667,100.0,3.0,3.0,2087.8495005,100.0,3.0,3.0,2885.360585409487,100.0,3.0,3.0,2060.339334,100.0,3.0,3.0,2032.8291675,100.0,3.0,3.0,2005.319001,100.0,95.93485950032571,100.0,100.0,100.0
Giharo — Kinyinya,Giharo,Kinyinya,-3.78,30.23,-3.66,30.36,95.842437592715,A — stratégique,100.0,10,22.466066,22.466066,22.466066,30814.696262354097,98.12909691672175,A — stratégique,6,100.0,11.0,1.8333333333333333,10,10553.247536919094,1758.8745894865158,66.66666666666666,61.11111111111111,100.0,straight_line_market_connector,10,10,10,100.0,658.5859010000004,1613.170901,1.0,1.0,0.8296972883573325,0.9248491825568328,1.0,1.0,416.8969670000001,33.33333333333333,2.0,2.0,2041.300901,66.66666666666666,2.0,2.0,2038.5451639190944,66.66666666666666,2.0,2.0,2030.067868,66.66666666666666,2.0,2.0,2018.834835,66.66666666666666,2.0,2.0,2007.601802,66.66666666666666,95.842437592715,100.0,100.0,100.0
Gihogazi — Nyabikere,Gihogazi,Nyabikere,-3.12,30.0,-3.26,30.11,95.79724135043092,A — stratégique,100.0,10,28.947707,28.947707,28.947707,26023.96106883353,98.10875860769391,A — stratégique,6,100.0,6.0,1.0,10,5881.755290037212,980.2925483395353,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,709.9124394999998,3623.2484394999983,1.0,1.0,0.8392750434359572,0.9011740481711789,1.0,1.0,993.8561465,33.33333333333333,1.0,1.0,986.61921975,33.33333333333333,1.0,1.0,984.8438250372124,33.33333333333333,1.0,1.0,979.382293,33.33333333333333,1.0,1.0,972.14536625,33.33333333333333,1.0,1.0,964.9084395,33.33333333333333,95.79724135043092,100.0,100.0,100.0
Bukirasazi — Matana,Bukirasazi,Matana,-3.7,29.96,-3.77,29.69,95.76168856445794,A — stratégique,100.0,10,43.135551,43.135551,43.135551,21382.942343775787,98.09275985400608,A — stratégique,6,100.0,15.0,2.5,10,22090.993409124192,3681.832234854032,100.0,83.33333333333333,100.0,straight_line_market_connector,10,9,10,98.33333333333334,857.6616735,3685.2966735,1.0,1.0,0.8634089837313251,0.8493508889831441,3.0,3.0,3933.2166735,100.0,3.0,3.0,3900.86501025,100.0,3.0,3.0,3892.928357874192,100.0,2.0,2.0,3476.228898,66.66666666666666,2.0,2.0,3454.6611225,66.66666666666666,2.0,2.0,3433.093347,66.66666666666666,95.76168856445794,100.0,100.0,100.0
Gatabo — Muramvya,Gatabo,Muramvya,-3.28,29.7,-3.27,29.62,95.45903114759568,A — stratégique,100.0,10,12.6676,12.6676,12.6676,40382.07711010767,97.95656401641806,A — stratégique,6,100.0,12.0,2.0,10,1891.8687643152798,315.3114607192133,66.66666666666666,66.66666666666666,100.0,straight_line_market_connector,10,10,10,100.0,492.5425999999999,2415.7785999999987,1.0,1.0,0.7926318065790144,0.9606395016015408,2.0,2.0,327.1823999999999,66.66666666666666,2.0,2.0,320.8485999999999,66.66666666666666,2.0,2.0,319.29476431528,66.66666666666666,2.0,2.0,314.5147999999999,66.66666666666666,2.0,2.0,308.1809999999999,66.66666666666666,2.0,2.0,301.8472,66.66666666666666,95.45903114759568,100.0,100.0,100.0
Nyabihanga — Rwibaga,Nyabihanga,Rwibaga,-3.47,29.81,-3.47,29.55,95.0675129820447,A — stratégique,100.0,10,39.435561,39.435561,39.435561,17215.70538834227,97.78038084192012,A — stratégique,6,100.0,10.0,1.6666666666666667,10,16495.566873414755,2749.261145569126,66.66666666666666,55.55555555555554,100.0,straight_line_market_connector,10,10,10,100.0,619.7576585000003,2424.5466585,1.0,1.0,0.8219428293969191,0.8628656394106324,1.0,1.0,2463.9822195,33.33333333333333,2.0,2.0,2924.5466585,66.66666666666666,1.0,1.0,2451.704702914753,33.33333333333333,2.0,2.0,2904.8288780000003,66.66666666666666,2.0,2.0,2885.1110975,66.66666666666666,2.0,2.0,2865.393317,66.66666666666666,95.0675129820447,100.0,100.0,100.0
Gitobe — Muyinga,Gitobe,Muyinga,-2.65,30.2,-2.85,30.34,95.0048273787286,A — stratégique,100.0,10,40.947115,40.947115,40.947115,16591.303196818622,97.75217232042787,A — stratégique,6,100.0,6.0,1.0,10,4595.342757145223,765.8904595242038,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,617.9453274999998,1744.1393274999978,1.0,1.0,0.8215691344040023,0.8573444690648554,1.0,1.0,785.0764425,33.33333333333333,1.0,1.0,774.83966375,33.33333333333333,1.0,1.0,772.3283321452235,33.33333333333333,1.0,1.0,764.602885,33.33333333333333,1.0,1.0,754.3661062499999,33.33333333333333,1.0,1.0,744.1293274999999,33.33333333333333,95.0048273787286,100.0,100.0,100.0
Bukirasazi — Giharo,Bukirasazi,Giharo,-3.7,29.96,-3.78,30.23,94.97879530524654,A — stratégique,100.0,10,47.36887599999999,47.36887599999999,47.36887599999999,15656.018521528778,97.74045788736095,A — stratégique,6,100.0,6.0,1.0,10,3800.823777729159,633.4706296215264,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,670.5546860000001,3831.116686,1.0,1.0,0.8319957377277527,0.8338880550691481,1.0,1.0,655.6655620000004,33.33333333333333,1.0,1.0,643.8233430000004,33.33333333333333,1.0,1.0,640.9181577291567,33.33333333333333,1.0,1.0,631.9811240000004,33.33333333333333,1.0,1.0,620.1389050000004,33.33333333333333,1.0,1.0,608.2966860000004,33.33333333333333,94.97879530524654,100.0,100.0,100.0
Kayanza — Mabayi,Kayanza,Mabayi,-2.93,29.63,-2.72,29.24,94.82490613657455,A — stratégique,100.0,10,87.08921400000001,87.08921400000001,87.08921400000001,14296.07574595862,97.67120776145856,A — stratégique,6,100.0,10.0,1.6666666666666667,10,28397.76682291449,4732.961137152415,66.66666666666666,55.55555555555554,100.0,straight_line_market_connector,10,10,10,100.0,1114.4001789999998,4369.366179,1.0,1.0,0.896843428727731,0.6888037562019951,2.0,2.0,4799.020786,66.66666666666666,2.0,2.0,4755.476179,66.66666666666666,2.0,2.0,5370.833624414489,66.66666666666666,2.0,2.0,4711.931572,66.66666666666666,1.0,1.0,4391.1384825,33.33333333333333,1.0,1.0,4369.366179,33.33333333333333,94.82490613657455,100.0,100.0,100.0
Gatabo — Rusaka,Gatabo,Rusaka,-3.28,29.7,-3.44,29.63,94.59391135925954,A — stratégique,100.0,10,25.471898,25.471898,25.471898,18046.750972385333,97.5672601116668,A — stratégique,6,100.0,11.0,1.8333333333333333,10,9023.934682953144,1503.989113825524,66.66666666666666,61.11111111111111,100.0,straight_line_market_connector,10,9,10,98.33333333333334,421.47715299999993,1118.042153,1.0,1.0,0.7727605954817687,0.913869944962418,1.0,1.0,1143.514051,33.33333333333333,2.0,2.0,1591.9921529999997,66.66666666666666,2.0,2.0,1588.8677139531442,66.66666666666666,2.0,2.0,1579.2562039999998,66.66666666666666,2.0,2.0,1566.520255,66.66666666666666,2.0,2.0,1553.784306,66.66666666666666,94.59391135925954,100.0,100.0,100.0
Bukeye — Kanyosha,Bukeye,Kanyosha,-3.19,29.63,-3.43,29.36,94.45244451445312,A — stratégique,100.0,10,58.676032,58.676032,58.676032,12431.702948147553,97.50360003150391,A — stratégique,6,100.0,15.0,2.5,10,7369.868563241414,1228.3114272069024,100.0,83.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,641.428952,1790.455952,1.0,1.0,0.8263287122955096,0.7925870268542945,2.0,2.0,1384.373968,66.66666666666666,3.0,3.0,1525.608928,100.0,3.0,3.0,1514.8129312414144,100.0,3.0,3.0,1278.1319039999998,100.0,3.0,3.0,1234.1248799999998,100.0,1.0,1.0,432.8159519999999,33.33333333333333,94.45244451445312,100.0,100.0,100.0
Nyabikere — Rusaka,Nyabikere,Rusaka,-3.26,30.11,-3.44,29.63,94.22824454883632,A — stratégique,100.0,10,75.008597,75.008597,75.008597,11394.507218952516,97.40271004697635,A — stratégique,6,100.0,6.0,1.0,10,3064.080207486533,510.6800345810888,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,10,10,100.0,742.1731044999999,2887.4871045,1.0,1.0,0.844947245958773,0.7329299629660868,1.0,1.0,545.8257014999999,33.33333333333333,1.0,1.0,527.0735522499999,33.33333333333333,1.0,1.0,522.4731924865332,33.33333333333333,1.0,1.0,508.3214029999999,33.33333333333333,1.0,1.0,489.5692537499999,33.33333333333333,1.0,1.0,470.8171044999999,33.33333333333333,94.22824454883632,100.0,100.0,100.0
Kinama — Muzinda,Kinama,Muzinda,-3.3,29.52,-3.26,29.42,94.20658819325617,A — stratégique,100.0,10,21.094123,21.094123,21.094123,17621.06914802762,97.39296468696529,A — stratégique,6,100.0,16.0,2.6666666666666665,10,5616.443446948625,936.0739078247708,100.0,88.88888888888887,100.0,straight_line_market_connector,10,10,10,100.0,340.05981549999973,651.6888154999999,1.0,1.0,0.7453992079306149,0.9298604034643864,2.0,2.0,817.795877,66.66666666666666,3.0,3.0,1098.7182232500002,100.0,3.0,3.0,1094.8370459486243,100.0,3.0,3.0,1082.897631,100.0,3.0,3.0,1067.0770387500002,100.0,2.0,2.0,455.1176309999999,66.66666666666666,94.20658819325617,100.0,100.0,100.0
Bandaga — Musenyi,Bandaga,Musenyi,-3.07,29.61,-3.17,29.4,94.13817013527948,A — stratégique,100.0,10,62.017354,62.017354,62.017354,11092.314580206044,97.36217656087577,A — stratégique,6,100.0,18.0,3.0,10,6913.929865880271,1152.3216443133786,100.0,100.0,100.0,straight_line_market_connector,10,10,10,100.0,594.8899689999996,1940.3139689999964,1.0,1.0,0.816717325090138,0.7803823633476699,3.0,3.0,1586.3339689999998,100.0,3.0,3.0,1539.8209534999996,100.0,3.0,3.0,1528.410175880272,100.0,3.0,3.0,586.6479379999998,100.0,3.0,3.0,540.1349224999999,100.0,3.0,3.0,1132.581907,100.0,94.13817013527948,100.0,100.0,100.0
Buhiga — Masanganzira,Buhiga,Masanganzira,-3.03,30.17,-2.81,30.1,93.98940579181044,A — stratégique,100.0,10,31.343894,31.343894,31.343894,13039.509385783396,97.2952326063147,A — stratégique,6,100.0,6.0,1.0,10,1961.2902540026967,326.88170900044946,33.33333333333333,33.33333333333333,100.0,straight_line_market_connector,10,9,10,98.33333333333334,361.6931589999999,1315.3041589999998,1.0,1.0,0.7532594758842295,0.8924216274125845,1.0,1.0,341.568053,33.33333333333333,1.0,1.0,333.7320795,33.33333333333333,1.0,1.0,331.8097240026966,33.33333333333333,1.0,1.0,325.89610600000003,33.33333333333333,1.0,1.0,318.0601325,33.33333333333333,1.0,1.0,310.224159,33.33333333333333,93.98940579181044,100.0,100.0,100.0
